LECROYWS3054,16293,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Jul-2023 14:47:41,0                 
Time,Ampl
1.36725e-007,0.02
1.36975e-007,0.0233333
1.37225e-007,0.02
1.37475e-007,0.0233333
1.37725e-007,0.0166667
1.37975e-007,0.0166667
1.38225e-007,0.0166667
1.38475e-007,0.0266667
1.38725e-007,0.0433333
1.38975e-007,0.0733333
1.39225e-007,0.0933333
1.39475e-007,0.0966667
1.39725e-007,0.09
1.39975e-007,0.0733333
1.40225e-007,0.06
1.40475e-007,0.0466667
1.40725e-007,0.0333333
1.40975e-007,0.03
1.41225e-007,0.0233333
1.41475e-007,0.0233333
1.41725e-007,0.0166667
1.41975e-007,0.02
1.42225e-007,0.02
1.42475e-007,0.0233333
1.42725e-007,0.02
1.42975e-007,0.0333333
1.43225e-007,0.0533333
1.43475e-007,0.0766667
1.43725e-007,0.0866667
1.43975e-007,0.0866667
1.44225e-007,0.0766667
1.44475e-007,0.0633333
1.44725e-007,0.0466667
1.44975e-007,0.04
1.45225e-007,0.03
1.45475e-007,0.0266667
1.45725e-007,0.02
1.45975e-007,0.02
1.46225e-007,0.02
1.46475e-007,0.02
1.46725e-007,0.0166667
1.46975e-007,0.02
1.47225e-007,0.02
1.47475e-007,0.0233333
1.47725e-007,0.0366667
1.47975e-007,0.0633333
1.48225e-007,0.0933333
1.48475e-007,0.11
1.48725e-007,0.11
1.48975e-007,0.0966667
1.49225e-007,0.0766667
1.49475e-007,0.06
1.49725e-007,0.0433333
1.49975e-007,0.0366667
1.50225e-007,0.0266667
1.50475e-007,0.0266667
1.50725e-007,0.02
1.50975e-007,0.0233333
1.51225e-007,0.0233333
1.51475e-007,0.0233333
1.51725e-007,0.02
1.51975e-007,0.02
1.52225e-007,0.0166667
1.52475e-007,0.02
1.52725e-007,0.0266667
1.52975e-007,0.05
1.53225e-007,0.07
1.53475e-007,0.0833333
1.53725e-007,0.08
1.53975e-007,0.0666667
1.54225e-007,0.0566667
1.54475e-007,0.0466667
1.54725e-007,0.0366667
1.54975e-007,0.03
1.55225e-007,0.0233333
1.55475e-007,0.0233333
1.55725e-007,0.02
1.55975e-007,0.02
1.56225e-007,0.02
